filename,h2-simpless-dks-celmcut,h2-simpless-dks-cpdbshc900,h2-simpless-dks-900masb50ksccdfp,h2-simpless-oss-900masb50ksbmiasm,h2-simpless-dks-blind,h2-simpless-oss-zopdbsgenetic,h2-simpless-oss-blind,h2-simpless-dks-900masb50ksbmiasm,seq-opt-symba-1,h2-simpless-oss-masginfsccdfp,h2-simpless-dks-900masginfsccdfp,h2-simpless-oss-cpdbshc900,h2-simpless-dks-zopdbsgenetic,simpless-oss-masb50kmiasmdfp,h2-simpless-oss-900masb50ksccdfp,simpless-dks-masb50kmiasmdfp,h2-simpless-oss-celmcut,Complementary1,Complementary2,DecStar,FDMS1,FDMS2,Metis1,Metis2,Planning_PDBs,Scorpion,SymbolicBidirectional,Symple_1,Symple_2
miconic-simpleadl-s16-2.pddl,0.51,10000.0,1598.28,1575.24,10000.0,10000.0,10000.0,1408.12,1.67,10000.0,10000.0,10000.0,10000.0,1642.54,1618.35,1447.76,0.5,2.046,2.694,10000.0,1018.883,1051.233,0.674,0.689,10000.0,201.878,10000.0,60.968,61.249
miconic-simpleadl-s16-3.pddl,0.5,209.08,38.79,34.94,228.37,153.63,205.42,38.31,1.87,188.37,215.75,167.73,158.94,35.0,34.43,39.27,0.48,1.713,2.715,57.536,31.945,29.921,0.658,0.673,10000.0,201.764,10000.0,67.22,67.652
miconic-simpleadl-s16-4.pddl,0.53,1705.51,656.08,699.42,10000.0,1642.5,10000.0,627.42,1.76,10000.0,10000.0,10000.0,1556.52,709.17,701.62,637.98,0.51,1.688,2.38,511.001,454.46,499.874,0.71,0.695,10000.0,201.65,10000.0,85.507,85.669
miconic-simpleadl-s17-0.pddl,0.56,10000.0,1527.94,10000.0,10000.0,10000.0,10000.0,10000.0,2.36,10000.0,10000.0,10000.0,10000.0,1632.53,1575.72,1570.91,0.56,2.157,3.148,10000.0,1211.426,1233.5529999999999,0.691,0.764,10000.0,202.04500000000002,10000.0,214.648,216.44299999999998
miconic-simpleadl-s17-1.pddl,0.55,10000.0,807.02,952.95,10000.0,10000.0,10000.0,768.02,2.05,10000.0,10000.0,10000.0,1588.91,962.35,959.11,775.48,0.57,2.246,2.922,431.034,559.956,615.75,0.641,0.927,10000.0,202.062,10000.0,88.72,86.78
miconic-simpleadl-s17-2.pddl,0.6,10000.0,573.2,1591.37,10000.0,10000.0,10000.0,1127.48,1.79,10000.0,10000.0,10000.0,10000.0,737.93,715.69,574.1,0.58,2.316,2.936,247.287,416.98,470.947,0.715,0.738,10000.0,202.085,10000.0,105.832,115.16
miconic-simpleadl-s17-3.pddl,0.59,830.64,340.03,318.77,498.91,417.14,433.59,336.53,2.56,441.64,472.54,889.0,453.64,298.82,293.35,320.96,0.59,3.911,5.081,10000.0,251.72899999999998,258.006,0.732,0.706,10000.0,202.249,10000.0,169.93200000000002,166.75900000000001
miconic-simpleadl-s17-4.pddl,39.19,1042.71,277.27,720.1,1033.14,946.02,1110.63,656.03,2.21,1074.96,1008.69,1082.37,913.17,306.16,298.57,276.53,41.58,2.769,3.86,243.641,218.118,207.236,29.514,32.328,10000.0,204.867,10000.0,112.38,114.667
miconic-simpleadl-s18-0.pddl,0.69,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.67,2.899,4.255,10000.0,1461.354,1600.407,0.764,0.766,10000.0,202.756,10000.0,85.86,86.80199999999999
miconic-simpleadl-s18-1.pddl,0.72,10000.0,654.25,808.45,10000.0,10000.0,10000.0,653.09,2.27,10000.0,10000.0,10000.0,10000.0,816.71,806.45,673.32,0.66,2.112,2.824,471.136,508.214,516.803,0.783,0.772,10000.0,202.15800000000002,10000.0,185.829,184.782
miconic-simpleadl-s18-2.pddl,0.74,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.09,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.63,2.652,2.767,10000.0,10000.0,10000.0,0.741,0.737,10000.0,202.358,10000.0,106.88900000000001,107.155
miconic-simpleadl-s18-3.pddl,0.68,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.39,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.68,3.547,4.301,10000.0,10000.0,10000.0,0.795,0.829,10000.0,202.394,10000.0,347.612,322.169
miconic-simpleadl-s18-4.pddl,0.66,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.39,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.63,2.089,3.014,10000.0,10000.0,10000.0,0.982,0.775,10000.0,202.214,1.75,212.904,213.272
miconic-simpleadl-s19-0.pddl,0.74,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.77,3.61,13.52,10000.0,10000.0,10000.0,0.859,0.827,10000.0,202.413,10000.0,364.679,361.266
miconic-simpleadl-s19-1.pddl,0.79,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.02,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.78,5.329,5.355,10000.0,10000.0,10000.0,0.851,1.132,10000.0,202.49099999999999,10000.0,339.367,333.032
miconic-simpleadl-s19-2.pddl,677.56,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.73,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,689.07,2.885,2.89,10000.0,10000.0,10000.0,498.339,502.321,10000.0,267.684,10000.0,263.619,266.519
miconic-simpleadl-s19-3.pddl,0.78,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4.29,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.76,4.521,5.309,10000.0,10000.0,10000.0,0.771,0.83,10000.0,202.665,10000.0,371.545,372.19
miconic-simpleadl-s19-4.pddl,0.76,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.97,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.77,2.729,4.477,10000.0,10000.0,10000.0,0.83,1.048,10000.0,202.407,10000.0,207.262,224.59
miconic-simpleadl-s2-0.pddl,0.09,0.1,0.09,0.11,0.11,0.1,0.1,0.11,0.29,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.928,1.746,0.423,0.356,0.384,0.41,0.387,10000.0,200.867,0.655,0.51,0.888
miconic-simpleadl-s2-1.pddl,0.1,0.11,0.12,0.09,0.09,0.09,0.09,0.09,0.3,0.1,0.08,0.11,0.09,0.1,0.08,0.1,0.1,0.865,1.72,0.397,0.339,0.363,0.428,0.407,10000.0,200.917,0.75,0.518,0.878
miconic-simpleadl-s2-2.pddl,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.27,0.09,0.1,0.11,0.09,0.1,0.09,0.1,0.1,0.862,1.747,0.617,0.366,0.379,0.377,0.413,10000.0,200.901,0.692,0.505,0.851
miconic-simpleadl-s2-3.pddl,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.29,0.1,0.09,0.11,0.09,0.1,0.09,0.08,0.09,0.893,1.706,0.434,0.37,0.406,0.428,0.399,10000.0,200.895,0.653,0.542,0.85
miconic-simpleadl-s2-4.pddl,0.09,0.1,0.1,0.09,0.11,0.1,0.09,0.1,0.29,0.09,0.09,0.11,0.09,0.1,0.09,0.08,0.08,0.876,1.756,0.362,0.376,0.365,0.406,0.401,10000.0,200.845,0.707,0.536,0.92
miconic-simpleadl-s20-0.pddl,462.3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.64,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,451.49,3.01,4.694,10000.0,10000.0,10000.0,310.461,310.328,10000.0,224.373,10000.0,289.145,267.943
miconic-simpleadl-s20-1.pddl,0.87,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4.43,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.89,5.784,6.15,10000.0,10000.0,10000.0,0.847,1.139,10000.0,202.754,10000.0,777.098,863.088
miconic-simpleadl-s20-2.pddl,0.82,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.49,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.82,2.937,4.939,10000.0,10000.0,10000.0,0.89,0.879,10000.0,202.899,10000.0,442.31,451.361
miconic-simpleadl-s20-3.pddl,0.82,10000.0,1371.47,1438.36,10000.0,10000.0,10000.0,1365.96,2.95,10000.0,10000.0,10000.0,10000.0,1476.64,1467.31,1416.57,0.8,3.501,3.362,10000.0,1074.459,1018.048,1.017,1.131,10000.0,202.761,10000.0,411.359,405.523
miconic-simpleadl-s20-4.pddl,0.86,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.97,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.88,5.058,4.868,10000.0,10000.0,10000.0,0.853,0.961,10000.0,202.864,10000.0,376.097,369.081
miconic-simpleadl-s21-0.pddl,1.03,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.22,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.02,16.548,5.947,10000.0,10000.0,10000.0,1.276,1.002,10000.0,203.11,10000.0,343.939,394.43
miconic-simpleadl-s21-1.pddl,1.02,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,5.29,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.98,19.617,5.545,10000.0,10000.0,10000.0,0.909,1.062,10000.0,203.425,10000.0,1228.676,1202.673
miconic-simpleadl-s21-2.pddl,1.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.0,4.794,16.108,10000.0,10000.0,10000.0,0.977,1.054,10000.0,203.595,10000.0,10000.0,10000.0
miconic-simpleadl-s21-3.pddl,0.95,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.92,4.57,5.443,10000.0,10000.0,10000.0,0.913,0.975,10000.0,203.184,10000.0,639.832,557.082
miconic-simpleadl-s21-4.pddl,1.04,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,20.74,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.06,15.648,10.665,10000.0,10000.0,10000.0,0.924,1.003,10000.0,203.558,10000.0,10000.0,10000.0
miconic-simpleadl-s22-0.pddl,1.27,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4.37,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.27,13.236,6.606,10000.0,10000.0,10000.0,1.066,1.348,10000.0,204.039,10000.0,796.394,803.73
miconic-simpleadl-s22-1.pddl,1.16,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9.13,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.2,15.183,8.003,10000.0,10000.0,10000.0,1.103,1.068,10000.0,203.939,10000.0,10000.0,10000.0
miconic-simpleadl-s22-2.pddl,1.17,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,7.28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.21,7.248,10.025,10000.0,10000.0,10000.0,1.015,1.192,10000.0,203.824,10000.0,10000.0,10000.0
miconic-simpleadl-s22-3.pddl,1.3,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,7.46,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.27,22.578,15.928,10000.0,10000.0,10000.0,10.532,1.205,10000.0,203.803,10000.0,1737.349,1733.011
miconic-simpleadl-s22-4.pddl,1.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,7.78,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.1,14.132,13.273,10000.0,10000.0,10000.0,1.03,1.03,10000.0,203.74,10000.0,10000.0,10000.0
miconic-simpleadl-s23-0.pddl,1.42,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9.7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.37,34.665,20.46,10000.0,10000.0,10000.0,1.226,1.294,10000.0,202.261,10000.0,10000.0,1781.35
miconic-simpleadl-s23-1.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,7.06,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,14.906,16.484,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1514.904,10000.0,10000.0,10000.0
miconic-simpleadl-s23-2.pddl,1.2,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13.66,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.23,23.95,25.439,10000.0,10000.0,10000.0,1.354,1.094,10000.0,202.308,10000.0,10000.0,10000.0
miconic-simpleadl-s23-3.pddl,1793.93,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,8.68,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1716.52,4.99,14.795,10000.0,10000.0,10000.0,1070.648,1165.04,10000.0,253.883,10000.0,10000.0,10000.0
miconic-simpleadl-s23-4.pddl,1.32,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,8.09,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.28,20.854,13.375,10000.0,10000.0,10000.0,1.083,1.474,10000.0,204.247,10000.0,10000.0,10000.0
miconic-simpleadl-s24-0.pddl,1.57,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,19.33,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.47,27.947,17.182,10000.0,10000.0,10000.0,1.256,1.403,10000.0,202.43,10000.0,10000.0,10000.0
miconic-simpleadl-s24-1.pddl,1.55,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.39,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.56,14.131,13.248,10000.0,10000.0,10000.0,1.241,1.3,10000.0,202.456,10000.0,1280.174,1280.554
miconic-simpleadl-s24-2.pddl,1.55,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.34,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.53,4.792,20.901,10000.0,10000.0,10000.0,1.32,1.496,10000.0,202.889,10000.0,10000.0,10000.0
miconic-simpleadl-s24-3.pddl,1.7,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,6.58,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.65,17.453,23.8,10000.0,10000.0,10000.0,1.546,1.525,10000.0,202.715,10000.0,10000.0,10000.0
miconic-simpleadl-s24-4.pddl,1.55,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,21.96,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.47,17.977,47.343,10000.0,10000.0,10000.0,1.254,1.394,10000.0,202.55,10000.0,10000.0,10000.0
miconic-simpleadl-s25-0.pddl,1.91,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,25.64,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.81,27.19,33.483,10000.0,10000.0,10000.0,1.409,1.58,10000.0,203.398,10000.0,10000.0,10000.0
miconic-simpleadl-s25-1.pddl,2.14,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,95.61,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.96,105.61699999999999,72.274,10000.0,10000.0,10000.0,1.581,1.671,10000.0,203.555,10000.0,10000.0,10000.0
miconic-simpleadl-s25-2.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,29.48,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12.11,101.168,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,464.529,10000.0,10000.0,10000.0
miconic-simpleadl-s25-3.pddl,2.11,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,45.67,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.13,66.482,95.868,10000.0,10000.0,10000.0,1.554,1.649,10000.0,203.456,10000.0,10000.0,10000.0
miconic-simpleadl-s25-4.pddl,1.91,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,25.92,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.85,39.423,153.275,10000.0,10000.0,10000.0,1.709,1.675,10000.0,203.433,10000.0,10000.0,10000.0
miconic-simpleadl-s26-0.pddl,1.95,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,51.4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.94,125.296,21.919,10000.0,10000.0,10000.0,1.629,1.586,10000.0,204.21699999999998,10000.0,10000.0,10000.0
miconic-simpleadl-s26-1.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,23.64,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,25.024,19.459,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,762.753,10000.0,10000.0,10000.0
miconic-simpleadl-s26-2.pddl,2.35,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,25.6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.34,10000.0,10000.0,10000.0,10000.0,10000.0,1.745,1.766,10000.0,203.731,10000.0,10000.0,10000.0
miconic-simpleadl-s26-3.pddl,2.27,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,34.17,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.25,163.26,133.003,10000.0,10000.0,10000.0,1.83,1.927,10000.0,203.868,10000.0,10000.0,10000.0
miconic-simpleadl-s26-4.pddl,1.92,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,41.62,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1.88,61.856,13.381,10000.0,10000.0,10000.0,1.4,1.526,10000.0,203.652,10000.0,10000.0,10000.0
miconic-simpleadl-s27-0.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,131.6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,46.276,101.53999999999999,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
miconic-simpleadl-s27-1.pddl,2.44,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,89.85,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.38,887.448,10000.0,10000.0,10000.0,10000.0,1.798,2.198,10000.0,204.988,10000.0,10000.0,10000.0
miconic-simpleadl-s27-2.pddl,2.45,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,110.4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.41,94.793,57.325,10000.0,10000.0,10000.0,2.053,1.981,10000.0,204.934,10000.0,10000.0,10000.0
miconic-simpleadl-s27-3.pddl,2.63,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,66.83,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.4,42.85,157.027,10000.0,10000.0,10000.0,1.945,2.237,10000.0,205.026,10000.0,10000.0,10000.0
miconic-simpleadl-s27-4.pddl,2.61,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,100.04,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.43,125.29,132.94,10000.0,10000.0,10000.0,1.882,2.037,10000.0,205.008,10000.0,10000.0,10000.0
miconic-simpleadl-s28-0.pddl,3.01,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,37.19,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.83,10000.0,10000.0,10000.0,10000.0,10000.0,2.081,2.305,10000.0,205.253,10000.0,10000.0,10000.0
miconic-simpleadl-s28-1.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,130.06,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1487.49,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
miconic-simpleadl-s28-2.pddl,3.1,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,81.18,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.83,184.676,10000.0,10000.0,10000.0,10000.0,2.078,2.526,10000.0,205.412,10000.0,10000.0,10000.0
miconic-simpleadl-s28-3.pddl,2.28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,15.85,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.2,88.885,75.277,10000.0,10000.0,10000.0,1.61,1.864,10000.0,203.525,10000.0,10000.0,10000.0
miconic-simpleadl-s28-4.pddl,2.65,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,98.67,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.63,10000.0,217.609,10000.0,10000.0,10000.0,1.944,2.112,10000.0,203.951,10000.0,10000.0,10000.0
miconic-simpleadl-s29-0.pddl,3.26,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,95.13,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.88,10000.0,172.374,10000.0,10000.0,10000.0,1.956,2.158,10000.0,204.285,10000.0,10000.0,10000.0
miconic-simpleadl-s29-1.pddl,2.6,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,89.41,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.59,68.182,68.341,10000.0,10000.0,10000.0,1.97,2.102,10000.0,204.706,10000.0,10000.0,10000.0
miconic-simpleadl-s29-2.pddl,3.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,27.43,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.94,10000.0,10000.0,10000.0,10000.0,10000.0,2.059,2.426,10000.0,204.74099999999999,10000.0,10000.0,10000.0
miconic-simpleadl-s29-3.pddl,3.35,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,282.63,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.21,10000.0,10000.0,10000.0,10000.0,10000.0,2.161,2.526,10000.0,204.88,10000.0,10000.0,10000.0
miconic-simpleadl-s29-4.pddl,3.67,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,444.88,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.38,10000.0,10000.0,10000.0,10000.0,10000.0,2.243,2.742,10000.0,204.696,10000.0,10000.0,10000.0
miconic-simpleadl-s3-0.pddl,0.1,0.12,0.11,0.1,0.1,0.11,0.09,0.16,0.32,0.11,0.12,0.14,0.12,0.1,0.1,0.09,0.1,0.919,1.704,0.38,0.62,0.339,0.409,0.393,10000.0,200.923,0.646,0.583,0.978
miconic-simpleadl-s3-1.pddl,0.08,0.15,0.1,0.1,0.09,0.12,0.1,0.1,0.34,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.11,0.925,1.718,0.386,0.387,0.349,0.411,0.41,10000.0,201.128,0.685,0.563,1.206
miconic-simpleadl-s3-2.pddl,0.1,0.11,0.1,0.09,0.11,0.13,0.12,0.1,0.33,0.1,0.11,0.11,0.13,0.12,0.1,0.1,0.11,0.88,1.721,0.41,0.367,0.379,0.435,0.37,10000.0,200.88400000000001,0.641,0.58,0.894
miconic-simpleadl-s3-3.pddl,0.11,0.14,0.1,0.09,0.09,0.12,0.11,0.14,0.45,0.1,0.1,0.12,0.12,0.11,0.12,0.1,0.11,0.908,1.734,0.398,10.984,0.346,0.39,0.393,10000.0,201.145,10000.0,0.556,1.023
miconic-simpleadl-s3-4.pddl,0.1,0.13,0.09,0.11,0.11,0.13,0.09,0.11,0.32,0.1,0.12,0.14,0.12,0.11,0.11,0.09,0.09,1.088,1.723,0.375,0.344,0.622,0.438,0.396,10000.0,200.903,0.891,0.576,0.914
miconic-simpleadl-s30-0.pddl,3.06,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,216.85,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2.99,44.37,43.533,10000.0,10000.0,10000.0,1.964,2.396,10000.0,206.025,10000.0,10000.0,10000.0
miconic-simpleadl-s30-1.pddl,3.46,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.51,10000.0,10000.0,10000.0,10000.0,10000.0,2.29,2.655,10000.0,204.687,10000.0,10000.0,10000.0
miconic-simpleadl-s30-2.pddl,3.19,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,49.69,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.05,10000.0,10000.0,10000.0,10000.0,10000.0,2.301,2.292,10000.0,205.868,10000.0,10000.0,10000.0
miconic-simpleadl-s30-3.pddl,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,155.55,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
miconic-simpleadl-s30-4.pddl,3.55,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,116.87,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3.37,10000.0,10000.0,10000.0,10000.0,10000.0,2.457,2.782,10000.0,406.405,10000.0,10000.0,10000.0
miconic-simpleadl-s4-0.pddl,0.15,0.19,0.11,0.13,0.1,0.19,0.12,0.12,0.41,0.11,0.11,0.17,0.15,0.11,0.1,0.12,0.11,0.974,2.372,0.424,0.375,0.632,0.389,0.429,10000.0,200.932,10000.0,0.706,1.091
miconic-simpleadl-s4-1.pddl,0.11,0.18,0.12,0.13,0.11,0.16,0.13,0.1,0.41,0.12,0.1,0.17,0.16,0.11,0.1,0.11,0.11,0.939,1.78,0.382,0.598,0.382,0.382,0.444,10000.0,200.872,10000.0,0.625,1.092
miconic-simpleadl-s4-2.pddl,0.11,0.16,0.12,0.12,0.13,0.15,0.12,0.13,0.42,0.1,0.1,0.16,0.15,0.14,0.12,0.1,0.11,0.99,2.367,0.441,0.365,0.393,0.382,0.429,10000.0,200.93,10000.0,0.715,1.025
miconic-simpleadl-s4-3.pddl,0.11,0.16,0.1,0.12,0.12,0.16,0.11,0.11,0.41,0.13,0.12,0.2,0.17,0.11,0.11,0.11,0.11,0.945,1.989,0.368,0.381,0.418,0.406,0.423,10000.0,201.105,10000.0,0.86,1.12
miconic-simpleadl-s4-4.pddl,0.12,0.17,0.11,0.11,0.12,0.17,0.11,0.11,0.41,0.12,0.12,0.18,0.16,0.13,0.11,0.1,0.17,0.94,1.813,0.444,0.388,0.621,0.427,0.423,10000.0,200.903,10000.0,0.635,1.109
miconic-simpleadl-s5-0.pddl,0.12,0.2,0.13,0.14,0.14,0.45,0.14,0.12,0.49,0.14,0.13,0.22,0.46,0.13,0.13,0.12,0.12,0.979,2.202,0.432,0.374,0.644,0.411,0.392,10000.0,200.945,10000.0,0.774,1.194
